,id,model,Datetime,point,path,isgood
136,466a8f937ef9285f,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:21:00,spine04,./audio_files/20190909-162139-466a8f937ef9285f-spine04.wav,0
1207,49a6a00fe33fde3b,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 11:21:00,spine01,./audio_files/20210913-112114-49a6a00fe33fde3b-spine01.wav,0
1418,55515821bdf8f110,Xiaomi Redmi Note 9 Pro | 11,2021-11-01 13:54:00,spine01,./audio_files/20211101-135429-55515821bdf8f110-spine01.wav,0
593,fde59c0c83cd45a4,Xiaomi Redmi Note 9 Pro | 10,2021-05-07 11:03:00,chest01,./audio_files/20210507-110341-fde59c0c83cd45a4-chest01.wav,0
997,1b5de2e12956f87b,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:25:00,spine01,./audio_files/20210713-152513-1b5de2e12956f87b-spine01.wav,0
1260,ed47ef6bd436003c,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 11:00:00,chest04,./audio_files/20210914-110044-ed47ef6bd436003c-chest04.wav,0
1381,7c714424a99aa337,Xiaomi Redmi Note 9 Pro | 10,2021-10-25 12:21:00,chest03,./audio_files/20211025-122142-7c714424a99aa337-chest03.wav,0
470,e7dacad5835e6114,Xiaomi Mi A2 | 10,2021-04-06 10:54:00,spine05,./audio_files/20210406-105419-e7dacad5835e6114-spine05.wav,2
1395,0ff28e40dc482d96,Xiaomi M2004J19C | 10,2021-10-29 21:30:00,chest01,./audio_files/20211029-213043-0ff28e40dc482d96-chest01.wav,0
1115,0b5156558e474623,Xiaomi Redmi Note 9 Pro | 10,2021-08-17 12:37:00,spine04,./audio_files/20210817-123750-0b5156558e474623-spine04.wav,0
1103,a27590e050da0c9c,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:12:00,chest04,./audio_files/20210713-161232-a27590e050da0c9c-chest04.wav,1
646,5e0f5b82de3aea68,Xiaomi Redmi Note 9 Pro | 10,2021-05-24 09:59:00,spine01,./audio_files/20210524-095925-5e0f5b82de3aea68-spine01.wav,0
1276,764e8c267dd4f851,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 11:03:00,chest04,./audio_files/20210915-110343-764e8c267dd4f851-chest04.wav,0
1630,ab653d86132500fb,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 13:59:00,spine01,./audio_files/20211201-135908-ab653d86132500fb-spine01.wav,0
575,c8049ed8c648ca88,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:27:00,chest03,./audio_files/20210506-122759-c8049ed8c648ca88-chest03.wav,0
859,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,spine02,./audio_files/20210706-113851-b60a5492672c26fc-spine02.wav,0
1431,dd7dbafb7a48aff8,Xiaomi Redmi Note 9 Pro | 10,2021-11-01 14:16:00,spine02,./audio_files/20211101-141618-dd7dbafb7a48aff8-spine02.wav,2
740,fa47d547bd94df57,Xiaomi Mi A2 | 10,2021-06-07 15:03:00,chest02,./audio_files/20210607-150328-fa47d547bd94df57-chest02.wav,0
954,40a18e5fc09a9ebd,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:46:00,chest04,./audio_files/20210708-184657-40a18e5fc09a9ebd-chest04.wav,1
1176,0b2ed324d906c529,Xiaomi Redmi Note 9 Pro | 10,2021-09-10 11:12:00,spine04,./audio_files/20210910-111217-0b2ed324d906c529-spine04.wav,0
1553,72f6db6a66d8d167,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:30:00,chest04,./audio_files/20211118-123021-72f6db6a66d8d167-chest04.wav,1
677,d12cb63895b8f572,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 15:30:00,chest03,./audio_files/20210602-153021-d12cb63895b8f572-chest03.wav,0
522,52acb6bb91955e5f,Xiaomi Redmi Note 9 Pro | 10,2021-04-23 15:07:00,chest04,./audio_files/20210423-150733-52acb6bb91955e5f-chest04.wav,0
1638,140f57f9aebf5f07,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:06:00,spine02,./audio_files/20211201-140621-140f57f9aebf5f07-spine02.wav,0
1125,5a230ba61621abdb,Xiaomi Redmi Note 9 Pro | 10,2021-08-23 13:41:00,spine02,./audio_files/20210823-134106-5a230ba61621abdb-spine02.wav,0
547,3410f6592b7f99e3,Xiaomi Redmi Note 9 Pro | 10,2021-04-26 15:07:00,spine01,./audio_files/20210426-150725-3410f6592b7f99e3-spine01.wav,0
1070,e7691c48a45c9856,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:57:00,chest02,./audio_files/20210713-155723-e7691c48a45c9856-chest02.wav,1
1645,f6fd072eabe89daa,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:49:00,chest02,./audio_files/20211201-144947-f6fd072eabe89daa-chest02.wav,1
392,c4cdb9808c5429e0,Xiaomi Mi A2 | 10,2021-03-08 13:15:00,chest01,./audio_files/20210308-131557-c4cdb9808c5429e0-chest01.wav,0
1238,3b59a3c192f870d6,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:23:00,spine03,./audio_files/20210914-102332-3b59a3c192f870d6-spine03.wav,0
520,52acb6bb91955e5f,Xiaomi Redmi Note 9 Pro | 10,2021-04-23 15:07:00,chest02,./audio_files/20210423-150733-52acb6bb91955e5f-chest02.wav,0
933,02166962562e3fd1,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:21:00,spine01,./audio_files/20210708-182111-02166962562e3fd1-spine01.wav,0
1304,d594cbe6e2461128,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 14:08:00,spine04,./audio_files/20210915-140850-d594cbe6e2461128-spine04.wav,0
768,cc17983b8b7aea1c,HUAWEI ANE-LX1 | 8.0.0,2021-06-29 15:01:00,spine06,./audio_files/20210629-150148-cc17983b8b7aea1c-spine06.wav,0
499,6d1edd385a4f3e0b,HUAWEI ANE-LX1 | 8.0.0,2021-04-21 11:19:00,chest01,./audio_files/20210421-111949-6d1edd385a4f3e0b-chest01.wav,0
1565,9a77f80ec7844a8b,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:40:00,spine04,./audio_files/20211118-124038-9a77f80ec7844a8b-spine04.wav,1
152,aed7fce4a0241a6c,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 15:57:00,spine02,./audio_files/20190912-155751-aed7fce4a0241a6c-spine02.wav,0
1218,af83f4caf7628298,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 12:57:00,chest02,./audio_files/20210913-125710-af83f4caf7628298-chest02.wav,0
613,9ba6581ed461cd5f,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:28:00,chest04,./audio_files/20210518-102853-9ba6581ed461cd5f-chest04.wav,2
1603,64f9c13f97eee760,Xiaomi Redmi Note 9 Pro | 11,2021-11-30 12:13:00,chest04,./audio_files/20211130-121333-64f9c13f97eee760-chest04.wav,1
1055,5db8cab9cfd88c21,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:45:00,chest03,./audio_files/20210713-154545-5db8cab9cfd88c21-chest03.wav,1
1536,fbadfe1bfd7877e1,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 15:34:00,chest03,./audio_files/20211117-153417-fbadfe1bfd7877e1-chest03.wav,0
816,8a17cf7da9bc16a2,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 10:23:00,chest04,./audio_files/20210705-102320-8a17cf7da9bc16a2-chest04.wav,0
131,466a8f937ef9285f,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:21:00,chest04,./audio_files/20190909-162139-466a8f937ef9285f-chest04.wav,0
1314,b378220c430caf3c,Xiaomi Redmi Note 9 Pro | 10,2021-09-16 12:58:00,chest02,./audio_files/20210916-125855-b378220c430caf3c-chest02.wav,0
1323,7e47c5ae6034a1a3,Xiaomi Redmi Note 9 Pro | 10,2021-10-05 09:56:00,chest03,./audio_files/20211005-095645-7e47c5ae6034a1a3-chest03.wav,1
96,e59e3a2818af008c,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:35:00,spine01,./audio_files/20190827-143528-e59e3a2818af008c-spine01.wav,0
616,9ba6581ed461cd5f,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:28:00,spine01,./audio_files/20210518-102853-9ba6581ed461cd5f-spine01.wav,0
772,6a18a5e8e9ac8272,Xiaomi Redmi Note 9 Pro | 10,2021-07-01 10:34:00,chest02,./audio_files/20210701-103426-6a18a5e8e9ac8272-chest02.wav,0
1232,0c1cb7bc2b7df7fb,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:06:00,spine04,./audio_files/20210914-100648-0c1cb7bc2b7df7fb-spine04.wav,0
16,d97d34cffad6f248,samsung SM-A605FN | 8.0.0,2019-08-15 09:34:00,spine03,./audio_files/20190815-093447-d97d34cffad6f248-spine03.wav,0
211,2b8e0d0ee02e79ba,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:33:00,spine02,./audio_files/20190928-123336-2b8e0d0ee02e79ba-spine02.wav,0
446,2e39c794afea25d7,Xiaomi Mi A2 | 10,2021-04-01 14:45:00,chest04,./audio_files/20210401-144554-2e39c794afea25d7-chest04.wav,2
891,a199102f276f1f05,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:46:00,spine02,./audio_files/20210707-124650-a199102f276f1f05-spine02.wav,0
402,da2240fbe6ed84c6,Xiaomi Mi A2 | 10,2021-03-08 13:19:00,chest03,./audio_files/20210308-131900-da2240fbe6ed84c6-chest03.wav,0
1639,140f57f9aebf5f07,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:06:00,spine03,./audio_files/20211201-140621-140f57f9aebf5f07-spine03.wav,0
757,c595452dd49fd4be,Xiaomi Redmi Note 9 Pro | 10,2021-06-29 09:55:00,chest04,./audio_files/20210629-095503-c595452dd49fd4be-chest04.wav,0
112,3699c6dc9046a0f0,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:46:00,chest04,./audio_files/20190827-144638-3699c6dc9046a0f0-chest04.wav,0
1308,e56a0cb1b234b74f,Xiaomi Redmi Note 9 Pro | 10,2021-09-16 11:59:00,chest04,./audio_files/20210916-115907-e56a0cb1b234b74f-chest04.wav,2
1037,12d1dfb50eed5eae,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:37:00,spine04,./audio_files/20210713-153755-12d1dfb50eed5eae-spine04.wav,0
1681,f60fd2803c4d0b9b,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:07:00,spine06,./audio_files/20211201-150728-f60fd2803c4d0b9b-spine06.wav,0
360,3925b84b94782590,Xiaomi Mi A2 | 10,2021-02-20 12:31:00,chest04,./audio_files/20210220-123155-3925b84b94782590-chest04.wav,2
1425,042915863731067b,Xiaomi Redmi Note 9 Pro | 11,2021-11-01 14:09:00,spine04,./audio_files/20211101-140947-042915863731067b-spine04.wav,0
1447,341999c6869a5ab2,Xiaomi Redmi Note 9 Pro | 10,2021-11-02 11:18:00,spine02,./audio_files/20211102-111812-341999c6869a5ab2-spine02.wav,0
886,15bf4d14f28fea44,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:41:00,spine04,./audio_files/20210707-124145-15bf4d14f28fea44-spine04.wav,0
1615,d6dee9f2449ef9bb,Xiaomi Redmi Note 9 Pro | 11,2021-11-30 12:58:00,spine05,./audio_files/20211130-125837-d6dee9f2449ef9bb-spine05.wav,0
502,6d1edd385a4f3e0b,HUAWEI ANE-LX1 | 8.0.0,2021-04-21 11:19:00,chest04,./audio_files/20210421-111949-6d1edd385a4f3e0b-chest04.wav,0
451,90449d3e3176dcfc,Xiaomi Mi A2 | 10,2021-04-06 10:34:00,chest01,./audio_files/20210406-103416-90449d3e3176dcfc-chest01.wav,2
972,9e4c1678022d7e3a,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:52:00,spine03,./audio_files/20210708-185236-9e4c1678022d7e3a-spine03.wav,0
790,d6b78c5a77366a66,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 12:38:00,chest01,./audio_files/20210702-123857-d6b78c5a77366a66-chest01.wav,0
1622,9a5488f27ac941de,Xiaomi Redmi Note 9 Pro | 10,2021-12-01 11:02:00,spine01,./audio_files/20211201-110208-9a5488f27ac941de-spine01.wav,2
1008,1cde4996c2ea96d6,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:28:00,chest02,./audio_files/20210713-152820-1cde4996c2ea96d6-chest02.wav,0
788,41fceeaa1fb3132d,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 12:21:00,spine03,./audio_files/20210702-122120-41fceeaa1fb3132d-spine03.wav,0
604,778a4d8534e42ddf,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:08:00,spine02,./audio_files/20210518-100844-778a4d8534e42ddf-spine02.wav,0
1517,817f269cf9d90980,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 13:34:00,spine04,./audio_files/20211117-133447-817f269cf9d90980-spine04.wav,0
1631,ab653d86132500fb,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 13:59:00,spine06,./audio_files/20211201-135908-ab653d86132500fb-spine06.wav,0
659,201e5e0eb13582ab,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 12:33:00,spine02,./audio_files/20210601-123329-201e5e0eb13582ab-spine02.wav,0
708,12370336ab8c5854,Xiaomi Mi A2 | 10,2021-06-04 11:00:00,spine03,./audio_files/20210604-110018-12370336ab8c5854-spine03.wav,0
1006,f465ff10f8dabe78,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:26:00,spine04,./audio_files/20210713-152640-f465ff10f8dabe78-spine04.wav,0
1189,c0af8c9364fe0349,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 09:51:00,spine02,./audio_files/20210913-095146-c0af8c9364fe0349-spine02.wav,0
208,2b8e0d0ee02e79ba,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:33:00,chest02,./audio_files/20190928-123336-2b8e0d0ee02e79ba-chest02.wav,0
632,f0305807be4e4d26,Xiaomi Redmi Note 9 Pro | 10,2021-05-20 09:09:00,spine02,./audio_files/20210520-090943-f0305807be4e4d26-spine02.wav,0
282,1bc13a1e6697da55,samsung SM-A605FN | 10,2020-09-08 10:48:00,spine04,./audio_files/20200908-104836-1bc13a1e6697da55-spine04.wav,0
994,1b5de2e12956f87b,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:25:00,chest04,./audio_files/20210713-152513-1b5de2e12956f87b-chest04.wav,1
1318,b378220c430caf3c,Xiaomi Redmi Note 9 Pro | 10,2021-09-16 12:58:00,spine03,./audio_files/20210916-125855-b378220c430caf3c-spine03.wav,0
689,779b952c3de329ab,Xiaomi Mi A2 | 10,2021-06-03 12:30:00,spine02,./audio_files/20210603-123038-779b952c3de329ab-spine02.wav,0
1355,befe03d0b94124c1,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:52:00,chest03,./audio_files/20211020-145259-befe03d0b94124c1-chest03.wav,0
516,80d4639d94db6ac7,HUAWEI ANE-LX1 | 8.0.0,2021-04-23 11:53:00,spine06,./audio_files/20210423-115328-80d4639d94db6ac7-spine06.wav,0
485,2dd3b0f1c7c2bce7,Xiaomi Mi A2 | 10,2021-04-08 11:07:00,chest03,./audio_files/20210408-110746-2dd3b0f1c7c2bce7-chest03.wav,2
1647,f6fd072eabe89daa,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:49:00,chest04,./audio_files/20211201-144947-f6fd072eabe89daa-chest04.wav,1
1053,5db8cab9cfd88c21,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:45:00,chest01,./audio_files/20210713-154545-5db8cab9cfd88c21-chest01.wav,2
1126,5a230ba61621abdb,Xiaomi Redmi Note 9 Pro | 10,2021-08-23 13:41:00,spine03,./audio_files/20210823-134106-5a230ba61621abdb-spine03.wav,0
1191,c0af8c9364fe0349,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 09:51:00,spine01,./audio_files/20210913-095146-c0af8c9364fe0349-spine01.wav,0
189,39efeec631702353,HUAWEI ANE-LX1 | 8.0.0,2019-09-24 15:14:00,chest02,./audio_files/20190924-151450-39efeec631702353-chest02.wav,0
952,40a18e5fc09a9ebd,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:46:00,chest02,./audio_files/20210708-184657-40a18e5fc09a9ebd-chest02.wav,1
761,cc17983b8b7aea1c,HUAWEI ANE-LX1 | 8.0.0,2021-06-29 15:01:00,chest01,./audio_files/20210629-150148-cc17983b8b7aea1c-chest01.wav,0
985,b200906b96f48958,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 19:00:00,chest03,./audio_files/20210708-190042-b200906b96f48958-chest03.wav,1
153,aed7fce4a0241a6c,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 15:57:00,spine03,./audio_files/20190912-155751-aed7fce4a0241a6c-spine03.wav,0
566,bce32f16dcc1fe27,HUAWEI ANE-LX1 | 8.0.0,2021-05-03 13:51:00,chest03,./audio_files/20210503-135105-bce32f16dcc1fe27-chest03.wav,0
1213,fd9595d17810d59c,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 11:24:00,spine02,./audio_files/20210913-112454-fd9595d17810d59c-spine02.wav,0
1242,7e6d2038a94e58e0,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:33:00,chest02,./audio_files/20210914-103309-7e6d2038a94e58e0-chest02.wav,0
1387,0657eaa451ac2742,Xiaomi Redmi Note 9 Pro | 10,2021-10-29 10:07:00,chest01,./audio_files/20211029-100738-0657eaa451ac2742-chest01.wav,2
1476,d06d0195a709bfc1,Xiaomi Redmi Note 9 Pro | 11,2021-11-06 16:36:00,spine04,./audio_files/20211106-163624-d06d0195a709bfc1-spine04.wav,0
711,12370336ab8c5854,Xiaomi Mi A2 | 10,2021-06-04 11:00:00,spine04,./audio_files/20210604-110018-12370336ab8c5854-spine04.wav,0
1423,042915863731067b,Xiaomi Redmi Note 9 Pro | 11,2021-11-01 14:09:00,spine03,./audio_files/20211101-140947-042915863731067b-spine03.wav,0
1371,838f08a7afc00923,Xiaomi Redmi Note 9 Pro | 10,2021-10-25 12:17:00,chest01,./audio_files/20211025-121721-838f08a7afc00923-chest01.wav,2
1109,0b5156558e474623,Xiaomi Redmi Note 9 Pro | 10,2021-08-17 12:37:00,chest02,./audio_files/20210817-123750-0b5156558e474623-chest02.wav,0
754,c595452dd49fd4be,Xiaomi Redmi Note 9 Pro | 10,2021-06-29 09:55:00,chest01,./audio_files/20210629-095503-c595452dd49fd4be-chest01.wav,0
634,a118dbec127612da,Xiaomi Redmi Note 9 Pro | 10,2021-05-21 10:18:00,chest01,./audio_files/20210521-101821-a118dbec127612da-chest01.wav,0
1456,abbff4826ec9a3af,Xiaomi Redmi Note 9 Pro | 10,2021-11-02 14:24:00,spine02,./audio_files/20211102-142437-abbff4826ec9a3af-spine02.wav,0
1199,767927efd97ec9bc,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 10:12:00,spine01,./audio_files/20210913-101254-767927efd97ec9bc-spine01.wav,0
982,a69fa3d85dd1e365,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:59:00,spine04,./audio_files/20210708-185924-a69fa3d85dd1e365-spine04.wav,0
1428,dd7dbafb7a48aff8,Xiaomi Redmi Note 9 Pro | 10,2021-11-01 14:16:00,chest02,./audio_files/20211101-141618-dd7dbafb7a48aff8-chest02.wav,2
1587,78633fe38950f24b,Xiaomi Redmi Note 9 Pro | 11,2021-11-29 12:48:00,spine03,./audio_files/20211129-124812-78633fe38950f24b-spine03.wav,0
1745,246d21df2f395357,Xiaomi Redmi Note 9 Pro | 11,2021-12-08 14:03:00,spine04,./audio_files/20211208-140322-246d21df2f395357-spine04.wav,0
416,e2ac4b2a006a8370,Xiaomi Mi A2 | 10,2021-03-08 14:38:00,chest01,./audio_files/20210308-143803-e2ac4b2a006a8370-chest01.wav,0
1452,abbff4826ec9a3af,Xiaomi Redmi Note 9 Pro | 10,2021-11-02 14:24:00,chest01,./audio_files/20211102-142437-abbff4826ec9a3af-chest01.wav,0
107,9b4c2956e6d4aa4e,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:41:00,spine04,./audio_files/20190827-144115-9b4c2956e6d4aa4e-spine04.wav,0
387,4b71c5b0940a06cb,Xiaomi Mi A2 | 10,2021-03-08 12:09:00,spine01,./audio_files/20210308-120910-4b71c5b0940a06cb-spine01.wav,0
346,8557e180656de825,Xiaomi Mi A2 | 10,2021-02-03 15:03:00,chest02,./audio_files/20210203-150322-8557e180656de825-chest02.wav,0
1287,577a6f7598f401e5,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 13:54:00,spine01,./audio_files/20210915-135431-577a6f7598f401e5-spine01.wav,0
248,7b1f8002edd19d9a,Xiaomi Mi A2 | 10,2020-03-26 11:07:00,chest01,./audio_files/20200326-110730-7b1f8002edd19d9a-chest01.wav,0
1581,2d60298dc35e5d47,Xiaomi Redmi Note 9 Pro | 11,2021-11-19 12:30:00,spine06,./audio_files/20211119-123049-2d60298dc35e5d47-spine06.wav,0
1432,dd7dbafb7a48aff8,Xiaomi Redmi Note 9 Pro | 10,2021-11-01 14:16:00,spine03,./audio_files/20211101-141618-dd7dbafb7a48aff8-spine03.wav,2
1534,fbadfe1bfd7877e1,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 15:34:00,chest01,./audio_files/20211117-153417-fbadfe1bfd7877e1-chest01.wav,2
1593,433f508bfb069581,Xiaomi Redmi Note 9 Pro | 11,2021-11-29 13:04:00,chest03,./audio_files/20211129-130401-433f508bfb069581-chest03.wav,0
915,8d2f44a674db93a2,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:16:00,spine02,./audio_files/20210708-181651-8d2f44a674db93a2-spine02.wav,0
1086,297cfbbcc95f1193,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:09:00,chest03,./audio_files/20210713-160900-297cfbbcc95f1193-chest03.wav,1
1488,9e3d1d84a1e509d9,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 12:48:00,spine02,./audio_files/20211117-124831-9e3d1d84a1e509d9-spine02.wav,0
406,7f966b573d583b6d,Xiaomi Mi A2 | 10,2021-03-08 14:02:00,chest03,./audio_files/20210308-140251-7f966b573d583b6d-chest03.wav,0
610,9ba6581ed461cd5f,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:28:00,chest01,./audio_files/20210518-102853-9ba6581ed461cd5f-chest01.wav,2
1182,e7691680fdb63767,Xiaomi Redmi Note 9 Pro | 10,2021-09-10 11:18:00,spine03,./audio_files/20210910-111817-e7691680fdb63767-spine03.wav,0
1064,9a06860ae58fc177,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:50:00,chest04,./audio_files/20210713-155013-9a06860ae58fc177-chest04.wav,1
71,b8715e18c465d450,samsung SM-A605FN | 8.0.0,2019-08-20 08:25:00,chest02,./audio_files/20190820-082529-b8715e18c465d450-chest02.wav,0
163,a74c346ff7b4e09f,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 16:04:00,spine03,./audio_files/20190912-160444-a74c346ff7b4e09f-spine03.wav,0
421,13ff6eb95eb2ab9a,Xiaomi Mi A2 | 10,2021-03-08 14:39:00,chest02,./audio_files/20210308-143905-13ff6eb95eb2ab9a-chest02.wav,0
478,f33b6d57df5774c2,Xiaomi Mi A2 | 10,2021-04-08 11:01:00,chest02,./audio_files/20210408-110148-f33b6d57df5774c2-chest02.wav,2
889,a199102f276f1f05,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:46:00,chest03,./audio_files/20210707-124650-a199102f276f1f05-chest03.wav,0
683,d12cb63895b8f572,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 15:30:00,spine04,./audio_files/20210602-153021-d12cb63895b8f572-spine04.wav,0
1492,9e3d1d84a1e509d9,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 12:48:00,spine04,./audio_files/20211117-124831-9e3d1d84a1e509d9-spine04.wav,0
1368,88fe162efde77c67,Xiaomi M2003J15SC | 10,2021-10-22 00:05:00,spine06,./audio_files/20211022-000528-88fe162efde77c67-spine06.wav,0
472,1d48161e9f713b78,Xiaomi Mi A2 | 10,2021-04-06 10:56:00,chest02,./audio_files/20210406-105619-1d48161e9f713b78-chest02.wav,2
719,5b6ba4b4d8e12011,Xiaomi Mi A2 | 10,2021-06-04 12:47:00,spine01,./audio_files/20210604-124756-5b6ba4b4d8e12011-spine01.wav,2
1004,f465ff10f8dabe78,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:26:00,spine03,./audio_files/20210713-152640-f465ff10f8dabe78-spine03.wav,0
592,6d44ac7639a32a3f,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:33:00,spine05,./audio_files/20210506-123320-6d44ac7639a32a3f-spine05.wav,0
854,7b618637e3f9b1e7,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 11:06:00,spine05,./audio_files/20210705-110639-7b618637e3f9b1e7-spine05.wav,0
1571,2147b5c9dcbe035e,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:43:00,spine03,./audio_files/20211118-124352-2147b5c9dcbe035e-spine03.wav,0
1433,dd7dbafb7a48aff8,Xiaomi Redmi Note 9 Pro | 10,2021-11-01 14:16:00,spine01,./audio_files/20211101-141618-dd7dbafb7a48aff8-spine01.wav,2
426,9dddc5c740820565,Xiaomi Mi A2 | 10,2021-03-08 14:40:00,chest03,./audio_files/20210308-144011-9dddc5c740820565-chest03.wav,0
368,e8f036ede6e32a1f,Xiaomi Mi A2 | 10,2021-02-26 15:02:00,chest03,./audio_files/20210226-150246-e8f036ede6e32a1f-chest03.wav,2
1193,767927efd97ec9bc,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 10:12:00,chest01,./audio_files/20210913-101254-767927efd97ec9bc-chest01.wav,0
533,adc7b5a115058ec5,Xiaomi Redmi Note 9 Pro | 10,2021-04-23 15:19:00,spine04,./audio_files/20210423-151926-adc7b5a115058ec5-spine04.wav,0
1017,7915bb240bc76131,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:34:00,chest03,./audio_files/20210713-153443-7915bb240bc76131-chest03.wav,1
1394,0657eaa451ac2742,Xiaomi Redmi Note 9 Pro | 10,2021-10-29 10:07:00,spine04,./audio_files/20211029-100738-0657eaa451ac2742-spine04.wav,2
1089,297cfbbcc95f1193,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:09:00,spine03,./audio_files/20210713-160900-297cfbbcc95f1193-spine03.wav,1
887,a199102f276f1f05,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:46:00,chest01,./audio_files/20210707-124650-a199102f276f1f05-chest01.wav,0
848,7b618637e3f9b1e7,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 11:06:00,chest03,./audio_files/20210705-110639-7b618637e3f9b1e7-chest03.wav,0
1333,f3ba2c54c70c9ba0,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:53:00,spine02,./audio_files/20211018-125341-f3ba2c54c70c9ba0-spine02.wav,2
941,1449f80965ed0aab,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:39:00,spine01,./audio_files/20210708-183927-1449f80965ed0aab-spine01.wav,1
895,a199102f276f1f05,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:46:00,spine05,./audio_files/20210707-124650-a199102f276f1f05-spine05.wav,0
1520,ef97c6e5c3e6f321,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 14:45:00,chest03,./audio_files/20211117-144541-ef97c6e5c3e6f321-chest03.wav,0
867,18397d7150969f0d,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:40:00,spine02,./audio_files/20210706-114020-18397d7150969f0d-spine02.wav,0
